Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Project url,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Product,Customer
Test Jira issue summary 5960,PROJ-1007,1007,Task,Open,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Critical,Won't Fix,Assignee_3,2527,Reporter_113,3516,Creator_145,4009,2023-07-15,2024-08-28,2024-08-18,2024-02-26,FNA,Quebec01
Test Jira issue summary 127,PROJ-1008,1008,Task,Closed,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Critical,Unresolved,Assignee_251,2702,Reporter_17,3485,Creator_214,4936,2025-02-28,2023-08-22,2023-09-02,2025-01-25,FNB,Mike03
Test Jira issue summary 3178,PROJ-1009,1009,Story,Open,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Low,Fixed,Assignee_77,2960,Reporter_34,3264,Creator_208,4491,2024-06-16,2023-02-04,2025-06-11,2023-07-14,FNC,Whiskey02
Test Jira issue summary 8796,PROJ-1010,1010,Task,In Progress,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Critical,Incomplete,Assignee_220,2900,Reporter_62,3652,Creator_290,4267,2023-09-10,2023-02-15,2025-03-16,2025-02-26,FNC,Golf02
Test Jira issue summary 6025,PROJ-1011,1011,Bug,Closed,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Critical,Won't Fix,Assignee_228,2536,Reporter_196,3224,Creator_236,4970,2023-02-16,2025-02-25,2023-01-20,2024-05-09,FNC,Whiskey04
Test Jira issue summary 5110,PROJ-1012,1012,Story,Closed,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Critical,Fixed,Assignee_118,2249,Reporter_87,3349,Creator_33,4211,2023-06-14,2024-03-26,2024-09-08,2023-04-16,FNA,Charlie01
Test Jira issue summary 4147,PROJ-1013,1013,Story,Open,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Low,Incomplete,Assignee_267,2538,Reporter_123,3885,Creator_133,4497,2024-11-05,2024-04-08,2024-06-01,2025-06-03,FNA,Golf02
Test Jira issue summary 7197,PROJ-1014,1014,Story,In Progress,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Critical,Incomplete,Assignee_235,2681,Reporter_254,3088,Creator_104,4447,2025-03-25,2025-04-06,2024-09-18,2023-05-01,FNC,Tango01
Test Jira issue summary 3369,PROJ-1015,1015,Task,Closed,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Low,Incomplete,Assignee_168,2116,Reporter_127,3645,Creator_42,4383,2023-02-23,2024-03-14,2024-08-26,2025-05-04,FNB,Bravo01
Test Jira issue summary 3798,PROJ-1016,1016,Task,Resolved,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,High,Duplicate,Assignee_260,2891,Reporter_162,3102,Creator_131,4254,2024-10-15,2025-04-17,2024-04-19,2023-04-17,FNC,Echo02
Test Jira issue summary 1793,PROJ-1017,1017,Story,Resolved,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Critical,Unresolved,Assignee_193,2566,Reporter_172,3329,Creator_191,4422,2023-01-19,2023-04-06,2024-01-21,2023-03-21,FNC,November01
Test Jira issue summary 5733,PROJ-1018,1018,Epic,Reopened,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Medium,Incomplete,Assignee_184,2485,Reporter_252,3931,Creator_269,4352,2024-10-24,2023-01-21,2023-04-12,2024-05-24,FNC,Foxtrot03
Test Jira issue summary 3477,PROJ-1019,1019,Task,Reopened,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,High,Duplicate,Assignee_10,2362,Reporter_9,3124,Creator_244,4191,2023-09-16,2024-06-14,2023-10-16,2024-09-21,FNB,Whiskey04
Test Jira issue summary 3418,PROJ-1020,1020,Task,In Progress,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Low,Incomplete,Assignee_141,2025,Reporter_251,3945,Creator_61,4198,2024-03-15,2024-04-05,2023-02-20,2025-07-28,FNC,Romeo01
Test Jira issue summary 1646,PROJ-1021,1021,Story,Closed,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Medium,Incomplete,Assignee_22,2783,Reporter_239,3956,Creator_158,4256,2024-11-05,2025-07-12,2023-05-11,2025-07-05,FNA,Papa01
Test Jira issue summary 9398,PROJ-1022,1022,Epic,Resolved,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Low,Duplicate,Assignee_193,2876,Reporter_35,3303,Creator_69,4013,2023-12-29,2024-10-24,2025-07-14,2025-01-21,FNB,Whiskey03
Test Jira issue summary 3031,PROJ-1023,1023,Story,Resolved,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Low,Unresolved,Assignee_92,2619,Reporter_266,3082,Creator_294,4940,2023-08-27,2023-05-27,2024-08-13,2023-06-25,FNB,Uniform04
Test Jira issue summary 2873,PROJ-1024,1024,Task,In Progress,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Critical,Fixed,Assignee_97,2601,Reporter_104,3266,Creator_95,4404,2023-04-11,2024-07-13,2023-05-26,2024-02-02,FNA,Yankee04
Test Jira issue summary 3073,PROJ-1025,1025,Story,Closed,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Medium,Won't Fix,Assignee_141,2492,Reporter_157,3400,Creator_248,4684,2023-10-25,2024-03-14,2025-03-09,2023-03-24,FNB,India02
Test Jira issue summary 1855,PROJ-1026,1026,Story,In Progress,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Low,Incomplete,Assignee_257,2356,Reporter_174,3385,Creator_258,4880,2023-07-21,2024-08-01,2025-04-10,2023-02-22,FNB,Tango02
Test Jira issue summary 4022,PROJ-1027,1027,Story,Open,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,High,Unresolved,Assignee_38,2411,Reporter_198,3774,Creator_57,4711,2024-04-28,2025-05-31,2025-01-07,2023-01-29,FNB,Lima03
Test Jira issue summary 4663,PROJ-1028,1028,Epic,Resolved,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Critical,Won't Fix,Assignee_247,2475,Reporter_211,3360,Creator_263,4848,2023-11-24,2025-05-21,2023-04-24,2025-06-07,FNC,Romeo02
Test Jira issue summary 6515,PROJ-1029,1029,Story,In Progress,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,High,Incomplete,Assignee_256,2413,Reporter_218,3056,Creator_208,4573,2024-03-09,2025-02-12,2023-06-30,2024-12-17,FNA,Golf03
Test Jira issue summary 5032,PROJ-1030,1030,Task,In Progress,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,High,Won't Fix,Assignee_298,2893,Reporter_201,3798,Creator_29,4556,2023-11-30,2024-10-23,2024-02-22,2023-07-30,FNA,Alpha02
Test Jira issue summary 2709,PROJ-1031,1031,Story,Open,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Critical,Duplicate,Assignee_85,2121,Reporter_233,3376,Creator_222,4437,2025-01-12,2023-01-16,2023-10-09,2024-12-26,FNA,Charlie01
Test Jira issue summary 7113,PROJ-1032,1032,Epic,Reopened,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Low,Unresolved,Assignee_37,2460,Reporter_116,3186,Creator_162,4382,2023-07-09,2025-07-31,2025-04-08,2023-04-11,FNB,Sierra03
Test Jira issue summary 9525,PROJ-1033,1033,Bug,Resolved,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,High,Unresolved,Assignee_185,2856,Reporter_77,3478,Creator_98,4368,2024-03-28,2025-05-14,2025-05-04,2024-06-29,FNC,November02
Test Jira issue summary 8394,PROJ-1034,1034,Epic,In Progress,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Low,Fixed,Assignee_98,2428,Reporter_218,3685,Creator_173,4846,2024-04-23,2024-11-08,2025-01-23,2024-02-08,FNC,Bravo01
Test Jira issue summary 3508,PROJ-1035,1035,Story,Resolved,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Low,Fixed,Assignee_30,2242,Reporter_53,3336,Creator_127,4897,2024-05-19,2024-09-01,2025-07-22,2025-07-25,FNB,Sierra03
Test Jira issue summary 6457,PROJ-1036,1036,Bug,Reopened,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Critical,Won't Fix,Assignee_191,2402,Reporter_84,3846,Creator_100,4908,2025-05-04,2024-08-01,2023-08-29,2024-03-04,FNC,Alpha03
Test Jira issue summary 4213,PROJ-1037,1037,Story,In Progress,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,High,Duplicate,Assignee_279,2780,Reporter_258,3646,Creator_71,4243,2023-10-08,2025-04-10,2024-05-25,2024-06-30,FNA,Whiskey02
Test Jira issue summary 7971,PROJ-1038,1038,Epic,Open,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,High,Won't Fix,Assignee_201,2251,Reporter_132,3093,Creator_186,4924,2025-03-22,2023-08-28,2025-03-16,2023-12-05,FNA,Delta02
Test Jira issue summary 8767,PROJ-1039,1039,Bug,Resolved,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Critical,Incomplete,Assignee_189,2074,Reporter_199,3486,Creator_84,4155,2024-02-28,2023-11-07,2024-02-13,2023-01-22,FNB,Charlie01
Test Jira issue summary 537,PROJ-1040,1040,Bug,Open,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Low,Unresolved,Assignee_258,2111,Reporter_275,3397,Creator_229,4775,2023-10-05,2025-01-29,2025-01-30,2025-07-08,FNB,Uniform03
Test Jira issue summary 1626,PROJ-1041,1041,Story,Reopened,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Low,Won't Fix,Assignee_155,2662,Reporter_83,3862,Creator_289,4418,2023-01-22,2024-02-11,2025-02-21,2024-11-01,FNB,Uniform01
Test Jira issue summary 7974,PROJ-1042,1042,Story,Reopened,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Critical,Won't Fix,Assignee_228,2781,Reporter_249,3520,Creator_250,4791,2025-07-26,2023-08-26,2024-07-31,2025-04-11,FNB,Mike01
Test Jira issue summary 8578,PROJ-1043,1043,Epic,Resolved,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Low,Unresolved,Assignee_5,2969,Reporter_69,3520,Creator_97,4006,2025-07-26,2024-09-16,2024-08-26,2025-03-25,FNA,Oscar02
Test Jira issue summary 8071,PROJ-1044,1044,Story,Reopened,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Low,Unresolved,Assignee_129,2609,Reporter_142,3112,Creator_218,4539,2024-08-20,2025-06-26,2023-01-25,2024-12-24,FNB,Victor04
Test Jira issue summary 8667,PROJ-1045,1045,Bug,Closed,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,High,Fixed,Assignee_74,2359,Reporter_140,3121,Creator_192,4981,2023-10-05,2023-12-30,2023-12-04,2025-04-04,FNA,Tango02
Test Jira issue summary 8610,PROJ-1046,1046,Task,Resolved,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Low,Fixed,Assignee_24,2766,Reporter_274,3385,Creator_166,4089,2025-03-02,2025-01-23,2025-06-06,2023-03-01,FNC,Charlie02
Test Jira issue summary 6491,PROJ-1047,1047,Task,Closed,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Low,Unresolved,Assignee_279,2918,Reporter_257,3619,Creator_12,4720,2024-03-19,2025-02-02,2023-04-17,2025-04-07,FNC,Bravo03
Test Jira issue summary 3601,PROJ-1048,1048,Epic,Reopened,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Low,Won't Fix,Assignee_206,2167,Reporter_4,3341,Creator_191,4190,2023-07-07,2024-06-29,2023-10-23,2023-08-22,FNB,Delta01
Test Jira issue summary 6784,PROJ-1049,1049,Story,Resolved,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Low,Incomplete,Assignee_146,2249,Reporter_268,3783,Creator_188,4741,2024-06-18,2023-08-30,2023-09-26,2024-09-04,FNA,India03
Test Jira issue summary 9147,PROJ-1050,1050,Epic,Closed,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Critical,Won't Fix,Assignee_89,2831,Reporter_90,3769,Creator_276,4517,2024-04-01,2024-04-29,2023-07-29,2024-12-11,FNA,Papa01
Test Jira issue summary 4972,PROJ-1051,1051,Task,Reopened,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Critical,Incomplete,Assignee_22,2757,Reporter_15,3462,Creator_242,4889,2024-05-22,2025-02-14,2024-04-11,2024-03-06,FNC,Xray03
Test Jira issue summary 1206,PROJ-1052,1052,Task,In Progress,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Critical,Unresolved,Assignee_300,2212,Reporter_136,3709,Creator_18,4375,2023-11-03,2025-01-24,2023-08-08,2025-04-02,FNB,Juliet02
Test Jira issue summary 1991,PROJ-1053,1053,Story,In Progress,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Low,Incomplete,Assignee_44,2442,Reporter_220,3918,Creator_262,4266,2024-07-05,2024-03-21,2025-06-28,2023-02-14,FNB,Juliet01
Test Jira issue summary 5300,PROJ-1054,1054,Bug,Open,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Critical,Fixed,Assignee_37,2787,Reporter_286,3381,Creator_66,4037,2023-05-16,2023-01-25,2023-01-04,2024-11-10,FNC,Xray01
Test Jira issue summary 3573,PROJ-1055,1055,Story,In Progress,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Medium,Unresolved,Assignee_7,2927,Reporter_182,3629,Creator_69,4449,2024-09-29,2025-07-26,2023-01-09,2023-02-24,FNB,Romeo02
Test Jira issue summary 5976,PROJ-1056,1056,Task,Closed,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Medium,Duplicate,Assignee_280,2845,Reporter_127,3155,Creator_127,4446,2023-01-04,2024-12-26,2025-03-21,2023-06-28,FNC,Bravo04
Test Jira issue summary 6321,PROJ-1057,1057,Bug,In Progress,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Medium,Incomplete,Assignee_169,2791,Reporter_126,3127,Creator_125,4031,2024-04-15,2023-02-11,2024-03-29,2023-01-28,FNC,Whiskey01
Test Jira issue summary 4381,PROJ-1058,1058,Epic,Resolved,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,High,Incomplete,Assignee_70,2045,Reporter_195,3042,Creator_102,4793,2023-10-20,2023-03-25,2024-07-12,2024-04-21,FNA,Romeo01
Test Jira issue summary 4758,PROJ-1059,1059,Task,Resolved,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Low,Duplicate,Assignee_213,2017,Reporter_198,3574,Creator_214,4222,2023-12-11,2024-10-25,2023-01-16,2025-05-20,FNC,Sierra02
Test Jira issue summary 2714,PROJ-1060,1060,Epic,Resolved,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,High,Duplicate,Assignee_71,2878,Reporter_218,3380,Creator_150,4799,2024-07-27,2024-11-09,2023-05-23,2024-12-15,FNC,Foxtrot03
Test Jira issue summary 5589,PROJ-1061,1061,Bug,In Progress,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Critical,Unresolved,Assignee_207,2757,Reporter_8,3656,Creator_65,4162,2024-01-15,2023-09-30,2025-07-24,2024-07-10,FNC,Alpha01
Test Jira issue summary 967,PROJ-1062,1062,Epic,In Progress,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Low,Won't Fix,Assignee_72,2349,Reporter_231,3931,Creator_228,4641,2025-06-03,2023-03-20,2024-06-12,2023-02-19,FNC,Delta01
Test Jira issue summary 4945,PROJ-1063,1063,Task,Open,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Medium,Duplicate,Assignee_180,2219,Reporter_191,3274,Creator_77,4898,2023-07-08,2025-02-11,2025-05-01,2023-03-14,FNB,Golf02
Test Jira issue summary 3433,PROJ-1064,1064,Story,Reopened,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Low,Incomplete,Assignee_208,2687,Reporter_93,3388,Creator_191,4672,2024-09-24,2024-01-22,2024-09-05,2025-03-31,FNA,Uniform03
Test Jira issue summary 689,PROJ-1065,1065,Epic,Open,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,High,Duplicate,Assignee_177,2397,Reporter_145,3022,Creator_141,4006,2023-06-09,2025-07-12,2024-12-06,2023-04-17,FNA,Whiskey02
Test Jira issue summary 4244,PROJ-1066,1066,Task,Closed,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Critical,Unresolved,Assignee_195,2745,Reporter_16,3875,Creator_115,4212,2023-10-26,2025-06-26,2025-02-05,2023-09-25,FNB,Oscar04
Test Jira issue summary 3702,PROJ-1067,1067,Task,Resolved,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Critical,Unresolved,Assignee_239,2949,Reporter_113,3786,Creator_123,4943,2024-09-19,2025-03-14,2023-04-01,2025-07-13,FNB,Mike02
